,x,y,z
0,0.12498447027255906,-0.9921586564484483,-0.0002874458169139826
1,0.10119366961263221,-0.9948667182426238,-0.0002327304901552482
2,0.07734485069676778,-0.9970043843578548,-0.00017788172997924585
3,0.05345168697790818,-0.9985704291872401,-0.00012293098330768093
4,0.02952787733359489,-0.999563954856535,-6.790975553508075e-05
5,-0.42719316155844744,0.9041598517123335,0.0009824811597508932
6,-0.4054226571730837,0.9141288747535414,0.0009324122159530471
7,-0.3834197082526306,0.9235737922531757,0.0008818086840649349
8,-0.3387670634194818,0.9408699536722426,0.0007791141977544032
9,0.12494480746567786,-0.9921586564484483,-0.00316156951126306
10,0.10116155662318085,-0.9948667182426238,-0.0025597645842114474
11,0.07732030593636875,-0.9970043843578548,-0.0019564920448343287
12,0.053434724519024646,-0.99857042918724,-0.0013520977726785154
13,0.029518506901462484,-0.999563954856535,-0.0007469282904238191
14,-0.4270575952770455,0.9041598517123336,0.010806149532481501
15,-0.40529399958449175,0.9141288747535415,0.010255449411422568
16,-0.38329803312123467,0.9235737922531757,0.009698869443422686
17,-0.33865955844238493,0.9408699536722425,0.008569349590325095
18,0.12483906049238704,-0.9921586564484483,-0.006034021029793583
19,0.10107593859196153,-0.9948667182426238,-0.0048854448012063765
20,0.07725486593535918,-0.9970043843578545,-0.003734067557615659
21,0.053389500067515784,-0.9985704291872401,-0.002580549428255284
22,0.029493523928386542,-0.9995639548565352,-0.00142555176981212
23,-0.4266961553017682,0.9041598517123335,0.0206241024585406
24,-0.40495097921719253,0.9141288747535415,0.019573062429295143
25,0.12466728528298669,-0.9921586564484483,-0.008903281113178082
26,0.10093686080293866,-0.9948667182426238,-0.007208541072907522
27,0.07714856530540488,-0.9970043843578545,-0.005509668096431511
28,0.05331603754290445,-0.9985704291872401,-0.0038076362135240566
29,0.029452941628033025,-0.9995639548565352,-0.002103421265082999
30,-0.42610903280070006,0.9041598517123335,0.030431147155225557
31,-0.4043937774970134,0.9141288747535414,0.028880323120080396
32,0.12442957269056429,-0.9921586564484483,-0.011767832190061214
33,0.10074439681530967,-0.9948667182426238,-0.00952782469774891
34,0.07700146026963879,-0.9970043843578548,-0.007282354533967545
35,0.053214375800024236,-0.9985704291872401,-0.005032709113860252
36,0.029396781464659186,-0.9995639548565352,-0.002780178246406887
37,-0.6266482197229005,0.7770454907669354,0.05926477872136024
38,-0.4252965383069624,0.9041598517123336,0.040222096609271715
39,-0.40362268913176913,0.9141288747535415,0.03817230880970538
40,0.12412604844294185,-0.9921586564484483,-0.014626159179713327
41,0.10049864842459884,-0.9948667182426238,-0.011842068990699523
42,0.07681362863292415,-0.9970043843578545,-0.009051189284197493
43,0.05308456860846884,-0.9985704291872401,-0.006255120179796781
44,0.029325073141760975,-0.9995639548565352,-0.0034554647723704385
45,-0.4456368369542612,0.8936724387571451,0.052510777515270265
46,-0.42425910155447055,0.9041598517123336,0.04999177232029816
47,-0.40263812195538945,0.9141288747535414,0.04744410490314954
48,0.12375687307617766,-0.9921586564484484,-0.017476750293367302
49,0.10019974560881709,-0.9948667182426238,-0.014150049932065634
50,0.07658516974070313,-0.9970043843578548,-0.010815236798278982
51,0.052926684624153016,-0.9985704291872401,-0.00747422286972907
52,0.029237854586362647,-0.9995639548565352,-0.004128923679294258
53,-0.5066772968498987,0.8591614540265076,0.07155216818473865
54,-0.4229972712506449,0.9041598517123335,0.059735007039752895
55,-0.4014405967122134,0.9141288747535415,0.056690807483808565
56,0.12332224184965755,-0.9921586564484484,-0.02031809783381393
57,0.09984784645971563,-0.9948667182426238,-0.016450546814883157
58,0.07631620442645215,-0.9970043843578548,-0.012573564059371701
59,0.05274080735299993,-0.9985704291872401,-0.008689372391875321
60,0.029135171928956892,-0.999563954856535,-0.004800198770139204
61,0.005512832180737501,-0.9999843917389358,-0.000908273008255675
62,-0.4215117147861958,0.9041598517123335,0.0694466475039059
63,0.12282238464282097,-0.9921586564484483,-0.023148698992833224
64,0.09944313709917023,-0.9948667182426238,-0.01874234289055786
65,0.07600687494777236,-0.9970043843578545,-0.014325241076116338
66,0.05252703510677434,-0.9985704291872401,-0.009899926045311274
67,0.02901707947910616,-0.9995639548565352,-0.005468935002901428
68,0.005490487234243732,-0.9999843917389358,-0.0010348084079226554
69,-0.461856821599764,0.8826726487286141,0.08704752453790213
70,0.12225756583357608,-0.9921586564484484,-0.02596705664604044
71,0.09898583158073994,-0.9948667182426238,-0.021024226012412404
72,0.07565734491114857,-0.9970043843578545,-0.01606934137451368
73,0.05228548095108479,-0.9985704291872401,-0.011105243559899313
74,0.005465238331359797,-0.9999843917389358,-0.0011607964903187725
75,-0.4178726841742051,0.9041598517123335,0.08875461888023714
76,0.12162808415846856,-0.9921586564484483,-0.028771680144724768
77,0.09847617177645286,-0.9948667182426238,-0.02329498927679853
78,0.07526779918541668,-0.9970043843578545,-0.017804942487942673
79,0.05201627264558251,-0.9985704291872401,-0.012304687434931478
80,0.005437098826403767,-0.9999843917389358,-0.0012861706194823392
81,-0.5942588937218498,0.7918933840184297,0.14057466194276633
82,-0.49796174847203256,0.8591614540265075,0.11779513136685095
83,-0.4157211347349359,0.9041598517123336,0.09834073767380638
84,0.12093427255467776,-0.9921586564484483,-0.03156108610426413
85,0.09791442724887829,-0.9948667182426238,-0.025553431661436993
86,0.0748384438039852,-0.9970043843578545,-0.019531126445059575
87,0.051719552576388376,-0.9985704291872401,-0.013497623276308124
88,0.005406083602552988,-0.9999843917389358,-0.0014108644841757522
89,-0.4750752015450414,0.8711667882330291,0.1239837890882796
90,-0.41334970753359657,0.9041598517123336,0.10787484337611475
91,-0.3709947595852563,0.9235737922531757,0.09682116826069367
92,0.12017649798392391,-0.9921586564484483,-0.03433379918869731
93,0.09730089510855322,-0.9948667182426238,-0.027798358660646408
94,0.07436950585586292,-0.9970043843578545,-0.021246980255319264
